video,participant,avg_motion,variability,frequency
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T3\P3_E2T3_45.mp4,Participant_3,1.5682745671219647,0.2858564162184192,56
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T3\P3_E2T3_90.mp4,Participant_3,1.5296016099717882,0.26980383552424914,74
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T4\P3_E2T4_45.mp4,Participant_3,1.3051369589120372,0.42908808985174757,156
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T4\P3_E2T4_90.mp4,Participant_3,1.5481894014550264,0.26709876571818836,83
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T5\P3_E2T5_45.mp4,Participant_3,1.54049783877949,0.28097614613627586,61
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T5\P3_E2T5_90.mp4,Participant_3,1.5153618871001684,0.2691224093163525,63
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T6\P3_E2T6_45.mp4,Participant_3,1.5890457301126248,0.3028936100458154,64
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2T6\P3_E2T6_90.mp4,Participant_3,1.5689745458868942,0.25175322105044956,65
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2_Alternative_Clothing\P3_E2T1_45_ALT.mp4,Participant_3,1.4484169210967432,0.3697253753669091,56
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2_Alternative_Clothing\P3_E2T1_90_ALT.mp4,Participant_3,1.4360194649089666,0.2601338566396247,78
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2_Alternative_Clothing\P3_E2T2_45_ALT.mp4,Participant_3,1.5512798526422762,0.32598246933319924,72
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_2\E2_Alternative_Clothing\P3_E2T2_90_ALT.mp4,Participant_3,1.4522194943373572,0.2949678435832266,82
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_3\E3T1\P3_E3T1_Front.mp4,Participant_3,1.500228547775206,1.3486866455684106,53
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_3\E3T1\P3_E3T1_Rear.mp4,Participant_3,3.7298376768501242,2.884471019006484,68
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_3\E3T2\P3_E3T2_Front.mp4,Participant_3,2.7640383600603067,1.4195079849028687,70
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_3\E3T2\P3_E3T2_Rear.mp4,Participant_3,1.8234882072955463,1.5307962139238838,53
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_3\E3T3\P3_E3T3_Front.mp4,Participant_3,1.382837100471866,1.190623696869836,54
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_3\E3T3\P3_E3T3_Rear.mp4,Participant_3,3.6616373644200357,2.7497110727817886,71
C:\Users\Paula\.cache\kagglehub\datasets\salmon1\demo-gait-video\versions\3\Participant_3\Experiment_3\E3T4\P3_E3T4_Front.mp4,Participant_3,2.8520212260251325,1.5662636177105196,67
